"","path","filename","languge","childname","participant","pronoun","24","25","26","27","28","29","30","31","32","33","34","35"
"7775","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527a.cha","020527a.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,0.00196270853778214,NA,NA,NA,NA,NA,NA
"7776","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527a.cha","020527a.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,0.189401373895976,NA,NA,NA,NA,NA,NA
"7777","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527b.cha","020527b.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"7778","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527b.cha","020527b.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA
"7779","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527b.cha","020527b.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA
"7780","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527b.cha","020527b.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA
"7781","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527b.cha","020527b.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"7782","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527b.cha","020527b.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"7783","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527b.cha","020527b.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA
"7784","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020527b.cha","020527b.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,0.115,NA,NA,NA,NA,NA,NA
"7785","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604a.cha","020604a.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"7786","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604a.cha","020604a.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,0.025531914893617,NA,NA,NA,NA,NA
"7787","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604a.cha","020604a.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"7788","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604a.cha","020604a.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,0.136170212765957,NA,NA,NA,NA,NA
"7789","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604a.cha","020604a.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,0.00212765957446809,NA,NA,NA,NA,NA
"7790","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604a.cha","020604a.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"7791","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604a.cha","020604a.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,0.0351063829787234,NA,NA,NA,NA,NA
"7792","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604a.cha","020604a.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,0.098936170212766,NA,NA,NA,NA,NA
"7793","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604b.cha","020604b.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"7794","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604b.cha","020604b.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,0.0446650124069479,NA,NA,NA,NA,NA
"7795","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604b.cha","020604b.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,0.00496277915632754,NA,NA,NA,NA,NA
"7796","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604b.cha","020604b.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,0.100496277915633,NA,NA,NA,NA,NA
"7797","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604b.cha","020604b.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"7798","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604b.cha","020604b.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"7799","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604b.cha","020604b.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,0.00124069478908189,NA,NA,NA,NA,NA
"7800","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020604b.cha","020604b.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,0.0992555831265509,NA,NA,NA,NA,NA
"7801","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020623.cha","020623.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,0.00164068908941756,NA,NA,NA,NA,NA
"7802","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020623.cha","020623.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,0.0270713699753897,NA,NA,NA,NA,NA
"7803","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020623.cha","020623.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,0.00328137817883511,NA,NA,NA,NA,NA
"7804","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020623.cha","020623.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,0.103363412633306,NA,NA,NA,NA,NA
"7805","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020623.cha","020623.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,0.0139458572600492,NA,NA,NA,NA,NA
"7806","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020623.cha","020623.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"7807","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020623.cha","020623.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,0.007383100902379,NA,NA,NA,NA,NA
"7808","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020623.cha","020623.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,0.0820344544708778,NA,NA,NA,NA,NA
"7809","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020624.cha","020624.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,0.00247116968698517,NA,NA,NA,NA,NA
"7810","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020624.cha","020624.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,0.0477759472817133,NA,NA,NA,NA,NA
"7811","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020624.cha","020624.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,0.00411861614497529,NA,NA,NA,NA,NA
"7812","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020624.cha","020624.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,0.128500823723229,NA,NA,NA,NA,NA
"7813","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020624.cha","020624.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,0.00906095551894563,NA,NA,NA,NA,NA
"7814","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020624.cha","020624.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"7815","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020624.cha","020624.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"7816","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020624.cha","020624.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,0.119439868204283,NA,NA,NA,NA,NA
"7817","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020705.cha","020705.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,0.000919963201471941,NA,NA,NA,NA
"7818","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020705.cha","020705.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,0.0229990800367985,NA,NA,NA,NA
"7819","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020705.cha","020705.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,0.00275988960441582,NA,NA,NA,NA
"7820","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020705.cha","020705.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,0.134314627414903,NA,NA,NA,NA
"7821","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020705.cha","020705.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,0.0275988960441582,NA,NA,NA,NA
"7822","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020705.cha","020705.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7823","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020705.cha","020705.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,0.0211591536338546,NA,NA,NA,NA
"7824","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020705.cha","020705.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,0.0855565777368905,NA,NA,NA,NA
"7825","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020707.cha","020707.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,0.00116959064327485,NA,NA,NA,NA
"7826","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020707.cha","020707.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,0.0140350877192982,NA,NA,NA,NA
"7827","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020707.cha","020707.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,0.00233918128654971,NA,NA,NA,NA
"7828","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020707.cha","020707.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,0.112280701754386,NA,NA,NA,NA
"7829","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020707.cha","020707.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7830","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020707.cha","020707.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7831","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020707.cha","020707.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,0.0152046783625731,NA,NA,NA,NA
"7832","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020707.cha","020707.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,0.0970760233918129,NA,NA,NA,NA
"7833","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708a.cha","020708a.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,0.00537056928034372,NA,NA,NA,NA
"7834","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708a.cha","020708a.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,0.0440386680988185,NA,NA,NA,NA
"7835","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708a.cha","020708a.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,0.00537056928034372,NA,NA,NA,NA
"7836","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708a.cha","020708a.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,0.112781954887218,NA,NA,NA,NA
"7837","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708a.cha","020708a.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,0.00429645542427497,NA,NA,NA,NA
"7838","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708a.cha","020708a.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7839","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708a.cha","020708a.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,0.00107411385606874,NA,NA,NA,NA
"7840","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708a.cha","020708a.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,0.107411385606874,NA,NA,NA,NA
"7841","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708b.cha","020708b.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,0.00752688172043011,NA,NA,NA,NA
"7842","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708b.cha","020708b.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,0.0268817204301075,NA,NA,NA,NA
"7843","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708b.cha","020708b.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,0.0172043010752688,NA,NA,NA,NA
"7844","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708b.cha","020708b.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,0.140860215053763,NA,NA,NA,NA
"7845","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708b.cha","020708b.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,0.00645161290322581,NA,NA,NA,NA
"7846","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708b.cha","020708b.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7847","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708b.cha","020708b.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7848","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020708b.cha","020708b.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,0.134408602150538,NA,NA,NA,NA
"7849","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712a.cha","020712a.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,0.0011441647597254,NA,NA,NA,NA
"7850","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712a.cha","020712a.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,0.0217391304347826,NA,NA,NA,NA
"7851","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712a.cha","020712a.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,0.0080091533180778,NA,NA,NA,NA
"7852","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712a.cha","020712a.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,0.108695652173913,NA,NA,NA,NA
"7853","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712a.cha","020712a.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,0.0068649885583524,NA,NA,NA,NA
"7854","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712a.cha","020712a.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7855","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712a.cha","020712a.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,0.005720823798627,NA,NA,NA,NA
"7856","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712a.cha","020712a.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,0.0961098398169336,NA,NA,NA,NA
"7857","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712b.cha","020712b.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7858","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712b.cha","020712b.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,0.0247279920870425,NA,NA,NA,NA
"7859","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712b.cha","020712b.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,0.00593471810089021,NA,NA,NA,NA
"7860","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712b.cha","020712b.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,0.120672601384768,NA,NA,NA,NA
"7861","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712b.cha","020712b.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,0.00989119683481701,NA,NA,NA,NA
"7862","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712b.cha","020712b.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7863","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712b.cha","020712b.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7864","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020712b.cha","020712b.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,0.110781404549951,NA,NA,NA,NA
"7865","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721a.cha","020721a.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,0.0025706940874036,NA,NA,NA,NA
"7866","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721a.cha","020721a.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,0.0372750642673522,NA,NA,NA,NA
"7867","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721a.cha","020721a.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,0.0051413881748072,NA,NA,NA,NA
"7868","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721a.cha","020721a.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,0.0912596401028278,NA,NA,NA,NA
"7869","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721a.cha","020721a.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,0.0102827763496144,NA,NA,NA,NA
"7870","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721a.cha","020721a.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7871","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721a.cha","020721a.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7872","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721a.cha","020721a.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,0.0809768637532134,NA,NA,NA,NA
"7873","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721b.cha","020721b.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,0.00118063754427391,NA,NA,NA,NA
"7874","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721b.cha","020721b.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,0.0330578512396694,NA,NA,NA,NA
"7875","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721b.cha","020721b.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,0.00236127508854782,NA,NA,NA,NA
"7876","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721b.cha","020721b.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,0.132231404958678,NA,NA,NA,NA
"7877","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721b.cha","020721b.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,0.00944510035419126,NA,NA,NA,NA
"7878","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721b.cha","020721b.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"7879","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721b.cha","020721b.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,0.0153482880755608,NA,NA,NA,NA
"7880","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020721b.cha","020721b.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,0.107438016528926,NA,NA,NA,NA
"7881","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810a.cha","020810a.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,0.00665926748057714,NA,NA,NA
"7882","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810a.cha","020810a.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,0.0499445061043285,NA,NA,NA
"7883","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810a.cha","020810a.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,0.00998890122086571,NA,NA,NA
"7884","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810a.cha","020810a.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,0.11542730299667,NA,NA,NA
"7885","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810a.cha","020810a.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,0.0199778024417314,NA,NA,NA
"7886","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810a.cha","020810a.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"7887","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810a.cha","020810a.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,0.00110987791342952,NA,NA,NA
"7888","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810a.cha","020810a.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,0.0943396226415094,NA,NA,NA
"7889","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810b.cha","020810b.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,0.0098159509202454,NA,NA,NA
"7890","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810b.cha","020810b.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,0.045398773006135,NA,NA,NA
"7891","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810b.cha","020810b.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,0.0184049079754601,NA,NA,NA
"7892","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810b.cha","020810b.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,0.111656441717791,NA,NA,NA
"7893","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810b.cha","020810b.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,0.0171779141104294,NA,NA,NA
"7894","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810b.cha","020810b.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"7895","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810b.cha","020810b.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,0.00613496932515337,NA,NA,NA
"7896","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020810b.cha","020810b.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,0.0883435582822086,NA,NA,NA
"7897","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816a.cha","020816a.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,0.00681431005110733,NA,NA,NA
"7898","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816a.cha","020816a.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,0.0298126064735945,NA,NA,NA
"7899","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816a.cha","020816a.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,0.010221465076661,NA,NA,NA
"7900","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816a.cha","020816a.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,0.160136286201022,NA,NA,NA
"7901","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816a.cha","020816a.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,0.0136286201022147,NA,NA,NA
"7902","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816a.cha","020816a.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"7903","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816a.cha","020816a.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,0.0170357751277683,NA,NA,NA
"7904","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816a.cha","020816a.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,0.129471890971039,NA,NA,NA
"7905","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816b.cha","020816b.cha","eng","Warren","CHI","1pl",NA,NA,NA,NA,NA,NA,NA,NA,0.008028545941124,NA,NA,NA
"7906","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816b.cha","020816b.cha","eng","Warren","CHI","1sg",NA,NA,NA,NA,NA,NA,NA,NA,0.0303300624442462,NA,NA,NA
"7907","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816b.cha","020816b.cha","eng","Warren","CHI","2",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"7908","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816b.cha","020816b.cha","eng","Warren","CHI","3",NA,NA,NA,NA,NA,NA,NA,NA,0.132024977698483,NA,NA,NA
"7909","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816b.cha","020816b.cha","eng","Warren","CHI","3pl",NA,NA,NA,NA,NA,NA,NA,NA,0.0142729705619982,NA,NA,NA
"7910","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816b.cha","020816b.cha","eng","Warren","CHI","3sgF",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"7911","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816b.cha","020816b.cha","eng","Warren","CHI","3sgM",NA,NA,NA,NA,NA,NA,NA,NA,0.0133809099018733,NA,NA,NA
"7912","C:\My\studies\UIT\FLA\code\English\Manchester\warr\020816b.cha","020816b.cha","eng","Warren","CHI","3sgN",NA,NA,NA,NA,NA,NA,NA,NA,0.104371097234612,NA,NA,NA
